,country,amount,success,PSP,3D_secured,card,minute,hour,day,month,year,weekday,transaction_id,fee,fee_sum,transaction_count
99,1,105,0,0,0,1,43,1,1,1,2019,1,6466,0.5,0.5,1
100,1,228,0,3,0,0,44,1,1,1,2019,1,23047,1.0,1.5,2
101,1,228,0,3,0,0,44,1,1,1,2019,1,23047,0.5,1.5,2
102,1,228,1,3,0,0,45,1,1,1,2019,1,23048,3.0,3.0,1
103,1,322,0,3,0,1,46,1,1,1,2019,1,33487,0.5,0.5,1
104,1,322,0,1,0,1,47,1,1,1,2019,1,33488,2.0,2.0,1
105,0,367,0,1,0,2,54,1,1,1,2019,1,35871,0.5,0.5,1
106,0,367,0,3,0,2,55,1,1,1,2019,1,35872,1.0,4.0,2
107,0,367,1,3,0,2,55,1,1,1,2019,1,35872,3.0,4.0,2
108,2,190,0,3,0,0,57,1,1,1,2019,1,17324,1.0,1.5,2
109,2,190,0,2,0,0,57,1,1,1,2019,1,17324,0.5,1.5,2
110,2,190,0,3,0,0,58,1,1,1,2019,1,17326,1.0,2.0,2
111,2,190,0,3,0,0,58,1,1,1,2019,1,17326,1.0,2.0,2
112,2,190,0,3,0,0,59,1,1,1,2019,1,17328,1.0,1.0,1
113,1,186,0,3,0,1,1,2,1,1,2019,1,16663,1.0,1.0,1
114,1,186,1,3,0,1,2,2,1,1,2019,1,16664,1.0,1.0,1
115,1,121,0,1,1,1,3,2,1,1,2019,1,7978,1.0,3.0,2
116,1,121,0,3,1,1,3,2,1,1,2019,1,7978,2.0,3.0,2
117,1,121,1,3,1,1,4,2,1,1,2019,1,7980,3.0,3.0,1
118,1,274,1,3,0,1,6,2,1,1,2019,1,28974,3.0,3.0,1
119,1,264,0,2,1,1,8,2,1,1,2019,1,27771,2.0,2.0,1
120,1,132,0,3,0,1,10,2,1,1,2019,1,9319,2.0,9.0,4
121,1,132,0,2,0,1,10,2,1,1,2019,1,9319,1.0,9.0,4
122,1,132,0,1,0,1,10,2,1,1,2019,1,9319,5.0,9.0,4
123,1,132,0,2,0,1,10,2,1,1,2019,1,9319,1.0,9.0,4
124,1,132,0,1,0,1,11,2,1,1,2019,1,9320,0.5,0.5,1
125,1,228,0,2,0,0,13,2,1,1,2019,1,23013,2.0,2.0,1
126,2,279,0,3,1,1,14,2,1,1,2019,1,29624,1.0,2.5,3
127,2,279,0,2,1,1,14,2,1,1,2019,1,29624,1.0,2.5,3
128,2,279,0,3,1,1,14,2,1,1,2019,1,29624,0.5,2.5,3
129,2,279,1,3,1,1,15,2,1,1,2019,1,29625,3.0,3.0,1
130,0,104,1,1,0,1,16,2,1,1,2019,1,6319,3.0,3.0,1
131,2,184,0,2,0,1,18,2,1,1,2019,1,16467,1.0,1.0,1
132,0,258,0,3,0,0,20,2,1,1,2019,1,27015,1.0,1.0,1
133,0,209,1,3,0,1,24,2,1,1,2019,1,20188,3.0,3.0,1
134,1,260,0,3,0,1,25,2,1,1,2019,1,27292,2.0,3.0,2
135,1,260,0,3,0,1,25,2,1,1,2019,1,27292,1.0,3.0,2
136,1,260,0,3,0,1,26,2,1,1,2019,1,27295,1.0,1.5,2
137,1,260,0,1,0,1,26,2,1,1,2019,1,27295,0.5,1.5,2
138,2,383,0,3,0,1,28,2,1,1,2019,1,36456,0.5,0.5,1
139,1,109,0,1,0,1,30,2,1,1,2019,1,6817,1.0,1.0,1
140,0,161,0,2,0,1,31,2,1,1,2019,1,13018,5.0,5.0,1
141,1,127,0,2,0,1,33,2,1,1,2019,1,8723,1.0,2.5,3
142,1,127,0,1,0,1,33,2,1,1,2019,1,8723,1.0,2.5,3
143,1,127,0,1,0,1,33,2,1,1,2019,1,8723,0.5,2.5,3
144,1,233,1,2,1,2,36,2,1,1,2019,1,23797,5.0,5.0,1
145,1,129,0,3,1,1,38,2,1,1,2019,1,8998,1.0,1.0,1
146,1,129,0,0,1,1,39,2,1,1,2019,1,8999,1.0,2.0,2
147,1,129,0,3,1,1,39,2,1,1,2019,1,8999,1.0,2.0,2
148,1,129,1,3,1,1,40,2,1,1,2019,1,9000,3.0,3.0,1
149,1,243,0,2,0,1,43,2,1,1,2019,1,25180,1.0,11.0,3
150,1,243,0,1,0,1,43,2,1,1,2019,1,25180,5.0,11.0,3
151,1,243,1,3,0,1,43,2,1,1,2019,1,25180,5.0,11.0,3
152,2,131,0,3,0,1,47,2,1,1,2019,1,9293,2.0,5.0,2
153,2,131,1,3,0,1,47,2,1,1,2019,1,9293,3.0,5.0,2
154,1,225,0,3,0,1,48,2,1,1,2019,1,22635,1.0,1.0,1
155,2,246,0,2,0,0,49,2,1,1,2019,1,25607,1.0,1.0,1
156,1,126,1,3,1,0,55,2,1,1,2019,1,8628,3.0,3.0,1
157,1,82,0,3,1,1,56,2,1,1,2019,1,4433,0.5,1.0,2
158,1,82,0,3,1,1,57,2,1,1,2019,1,4434,1.0,1.5,2
159,1,82,0,3,1,1,57,2,1,1,2019,1,4434,0.5,1.5,2
160,1,82,0,3,1,1,58,2,1,1,2019,1,4437,0.5,3.5,2
161,1,82,1,1,1,1,58,2,1,1,2019,1,4437,3.0,3.5,2
162,0,329,0,3,0,1,59,2,1,1,2019,1,33943,2.0,3.0,2
163,0,329,0,1,0,1,59,2,1,1,2019,1,33943,1.0,3.0,2
164,0,329,1,3,0,1,0,3,1,1,2019,1,33929,3.0,3.0,1
165,1,335,1,3,0,1,2,3,1,1,2019,1,34342,3.0,3.0,1
166,1,173,0,3,1,1,9,3,1,1,2019,1,14775,1.0,1.0,1
167,1,173,1,3,1,1,10,3,1,1,2019,1,14778,3.0,3.0,1
168,1,222,0,3,0,1,13,3,1,1,2019,1,22173,0.5,10.5,2
169,1,222,1,3,0,1,13,3,1,1,2019,1,22173,10.0,10.5,2
170,2,181,0,2,1,1,17,3,1,1,2019,1,15980,5.0,5.0,1
171,2,181,0,2,1,1,18,3,1,1,2019,1,15982,1.0,1.5,2
172,2,181,0,3,1,1,18,3,1,1,2019,1,15982,0.5,1.5,2
173,2,181,1,2,1,1,19,3,1,1,2019,1,15983,5.0,5.0,1
174,1,85,0,0,1,0,22,3,1,1,2019,1,4645,1.0,2.5,3
175,1,85,0,3,1,0,22,3,1,1,2019,1,4645,0.5,2.5,3
176,1,85,0,3,1,0,22,3,1,1,2019,1,4645,1.0,2.5,3
177,1,85,0,2,1,0,23,3,1,1,2019,1,4646,1.0,1.0,1
178,1,85,1,3,1,0,24,3,1,1,2019,1,4647,5.0,5.0,1
179,1,62,0,1,0,1,29,3,1,1,2019,1,3162,1.0,2.0,2
180,1,62,0,3,0,1,29,3,1,1,2019,1,3162,1.0,2.0,2
181,1,62,0,3,0,1,30,3,1,1,2019,1,3163,1.0,1.0,1
182,1,62,0,3,0,1,31,3,1,1,2019,1,3164,0.5,1.0,2
183,1,62,0,3,0,1,31,3,1,1,2019,1,3164,0.5,1.0,2
184,1,62,0,3,0,1,32,3,1,1,2019,1,3166,0.5,1.0,2
185,1,62,0,0,0,1,32,3,1,1,2019,1,3166,0.5,1.0,2
186,0,291,0,3,0,1,35,3,1,1,2019,1,30778,2.0,7.0,2
187,0,291,1,3,0,1,35,3,1,1,2019,1,30778,5.0,7.0,2
188,1,107,1,3,1,1,38,3,1,1,2019,1,6640,1.0,1.0,1
189,2,78,0,1,0,0,42,3,1,1,2019,1,4167,1.0,1.0,1
190,1,22,0,3,1,1,45,3,1,1,2019,1,523,1.0,2.0,2
191,1,22,0,3,1,1,45,3,1,1,2019,1,523,1.0,2.0,2
192,1,22,0,3,1,1,46,3,1,1,2019,1,524,0.5,0.5,1
193,2,164,1,1,0,1,49,3,1,1,2019,1,13610,3.0,3.0,1
194,2,203,0,2,0,1,50,3,1,1,2019,1,19358,2.0,2.0,1
195,2,203,0,2,0,1,51,3,1,1,2019,1,19360,1.0,1.0,1
196,1,277,0,3,0,0,52,3,1,1,2019,1,29384,0.5,0.5,1
197,1,277,0,2,0,0,53,3,1,1,2019,1,29388,0.5,2.5,2
198,1,277,0,2,0,0,53,3,1,1,2019,1,29388,2.0,2.5,2
199,1,105,1,2,0,1,56,3,1,1,2019,1,6477,10.0,10.0,1
200,1,239,0,3,1,2,59,3,1,1,2019,1,24677,1.0,1.0,1
201,1,239,1,3,1,2,0,4,1,1,2019,1,24612,3.0,3.0,1
202,0,113,0,1,1,2,1,4,1,1,2019,1,7150,5.0,5.0,1
203,0,113,1,3,1,2,2,4,1,1,2019,1,7152,3.0,3.0,1
204,0,379,1,3,0,1,3,4,1,1,2019,1,36310,5.0,5.0,1
205,0,175,0,3,1,1,4,4,1,1,2019,1,15036,0.5,0.5,1
206,2,84,0,1,1,1,6,4,1,1,2019,1,4600,1.0,1.0,1
207,2,268,0,2,1,0,10,4,1,1,2019,1,28338,0.5,0.5,1
208,2,268,0,3,1,0,11,4,1,1,2019,1,28340,5.0,8.0,2
209,2,268,1,2,1,0,11,4,1,1,2019,1,28340,3.0,8.0,2
210,1,129,0,2,0,1,12,4,1,1,2019,1,8952,1.0,1.0,1
211,1,129,0,2,0,1,13,4,1,1,2019,1,8954,2.0,4.0,3
212,1,129,0,2,0,1,13,4,1,1,2019,1,8954,1.0,4.0,3
213,1,129,1,3,0,1,13,4,1,1,2019,1,8954,1.0,4.0,3
214,0,224,0,0,0,1,16,4,1,1,2019,1,22415,5.0,6.0,2
215,0,224,0,3,0,1,16,4,1,1,2019,1,22415,1.0,6.0,2
216,0,224,0,2,0,1,17,4,1,1,2019,1,22416,1.0,2.0,2
217,0,224,0,3,0,1,17,4,1,1,2019,1,22416,1.0,2.0,2
218,0,224,0,3,0,1,18,4,1,1,2019,1,22417,1.0,4.0,2
219,0,224,1,3,0,1,18,4,1,1,2019,1,22417,3.0,4.0,2
220,1,242,1,3,0,1,20,4,1,1,2019,1,25004,3.0,3.0,1
221,1,45,0,2,0,1,22,4,1,1,2019,1,2073,2.0,5.0,2
222,1,45,1,3,0,1,22,4,1,1,2019,1,2073,3.0,5.0,2
223,1,322,0,3,0,2,23,4,1,1,2019,1,33470,0.5,0.5,1
224,1,322,0,3,0,2,24,4,1,1,2019,1,33474,1.0,1.0,1
225,1,322,0,1,0,2,25,4,1,1,2019,1,33475,0.5,3.5,2
226,1,322,1,3,0,2,25,4,1,1,2019,1,33475,3.0,3.5,2
227,0,164,0,3,1,1,26,4,1,1,2019,1,13453,1.0,2.5,3
228,0,164,0,3,1,1,26,4,1,1,2019,1,13453,1.0,2.5,3
229,0,164,0,3,1,1,26,4,1,1,2019,1,13453,0.5,2.5,3
230,0,164,0,2,1,1,27,4,1,1,2019,1,13454,0.5,1.5,2
231,0,164,0,2,1,1,27,4,1,1,2019,1,13454,1.0,1.5,2
232,0,164,0,2,1,1,28,4,1,1,2019,1,13456,1.0,1.0,1
233,0,164,0,2,1,1,29,4,1,1,2019,1,13458,1.0,1.0,1
234,1,158,0,1,0,1,31,4,1,1,2019,1,12676,0.5,0.5,1
235,1,140,0,1,0,1,34,4,1,1,2019,1,10337,1.0,1.0,1
236,2,13,0,1,0,0,35,4,1,1,2019,1,220,1.0,2.0,2
237,2,13,0,3,0,0,35,4,1,1,2019,1,220,1.0,2.0,2
238,1,85,0,3,0,1,37,4,1,1,2019,1,4658,2.0,3.0,2
239,1,85,0,3,0,1,37,4,1,1,2019,1,4658,1.0,3.0,2
240,1,85,0,2,0,1,38,4,1,1,2019,1,4660,1.0,4.0,2
241,1,85,1,2,0,1,38,4,1,1,2019,1,4660,3.0,4.0,2
242,1,197,0,0,0,1,40,4,1,1,2019,1,18357,0.5,0.5,1
243,2,215,0,1,0,1,41,4,1,1,2019,1,21218,1.0,1.0,1
244,1,151,0,3,0,1,44,4,1,1,2019,1,11739,0.5,1.5,2
245,1,151,0,2,0,1,44,4,1,1,2019,1,11739,1.0,1.5,2
246,1,151,0,2,0,1,45,4,1,1,2019,1,11742,1.0,6.0,2
247,1,151,0,1,0,1,45,4,1,1,2019,1,11742,5.0,6.0,2
248,1,151,0,3,0,1,46,4,1,1,2019,1,11744,1.0,1.0,1
249,1,151,1,2,0,1,47,4,1,1,2019,1,11748,1.0,1.0,1
250,1,208,0,3,0,2,49,4,1,1,2019,1,20102,1.0,3.5,3
251,1,208,0,1,0,2,49,4,1,1,2019,1,20102,2.0,3.5,3
252,1,208,0,0,0,2,49,4,1,1,2019,1,20102,0.5,3.5,3
253,1,208,0,3,0,2,50,4,1,1,2019,1,20106,1.0,2.0,2
254,1,208,0,0,0,2,50,4,1,1,2019,1,20106,1.0,2.0,2
255,0,221,0,2,0,1,52,4,1,1,2019,1,21981,0.5,1.5,2
256,0,221,0,3,0,1,52,4,1,1,2019,1,21981,1.0,1.5,2
257,0,221,0,2,0,1,53,4,1,1,2019,1,21982,1.0,2.0,2
258,0,221,1,0,0,1,53,4,1,1,2019,1,21982,1.0,2.0,2
259,1,257,0,0,0,1,54,4,1,1,2019,1,26980,2.0,2.0,1
260,1,116,0,1,0,2,56,4,1,1,2019,1,7515,1.0,1.0,1
261,1,209,0,3,1,1,59,4,1,1,2019,1,20289,1.0,1.0,1
262,0,263,0,1,1,2,1,5,1,1,2019,1,27608,2.0,2.0,1
263,0,263,0,3,1,2,2,5,1,1,2019,1,27611,1.0,11.0,2
264,0,263,1,2,1,2,2,5,1,1,2019,1,27611,10.0,11.0,2
265,1,84,0,2,0,1,4,5,1,1,2019,1,4547,1.0,1.0,1
266,0,136,1,3,1,1,5,5,1,1,2019,1,9809,3.0,3.0,1
267,2,211,0,0,0,1,6,5,1,1,2019,1,20590,1.0,1.0,1
268,2,211,0,3,0,1,7,5,1,1,2019,1,20592,0.5,5.5,2
269,2,211,1,3,0,1,7,5,1,1,2019,1,20592,5.0,5.5,2
270,0,232,0,3,0,2,10,5,1,1,2019,1,23555,1.0,2.0,2
271,0,232,1,2,0,2,10,5,1,1,2019,1,23555,1.0,2.0,2
272,1,243,1,3,0,1,11,5,1,1,2019,1,25146,3.0,3.0,1
273,1,180,0,3,0,2,14,5,1,1,2019,1,15800,2.0,4.0,2
274,1,180,0,3,0,2,14,5,1,1,2019,1,15800,2.0,4.0,2
275,0,175,0,1,0,2,16,5,1,1,2019,1,15041,2.0,2.0,1
276,0,175,0,3,0,2,17,5,1,1,2019,1,15042,0.5,1.0,2
277,0,175,0,1,0,2,17,5,1,1,2019,1,15042,0.5,1.0,2
278,0,175,1,3,0,2,18,5,1,1,2019,1,15043,3.0,3.0,1
279,0,125,1,3,0,2,20,5,1,1,2019,1,8419,3.0,3.0,1
280,1,247,0,1,1,1,23,5,1,1,2019,1,25656,1.0,1.0,1
281,1,247,0,2,1,1,24,5,1,1,2019,1,25658,0.5,1.5,2
282,1,247,0,3,1,1,24,5,1,1,2019,1,25658,1.0,1.5,2
283,1,247,1,3,1,1,25,5,1,1,2019,1,25660,1.0,1.0,1
284,2,246,0,2,0,1,29,5,1,1,2019,1,25603,1.0,1.0,1
285,1,117,0,1,0,2,32,5,1,1,2019,1,7593,1.0,1.0,1
286,1,376,1,3,0,1,36,5,1,1,2019,1,36200,3.0,3.0,1
287,1,174,1,3,1,1,37,5,1,1,2019,1,14974,5.0,5.0,1
288,1,162,0,3,0,0,39,5,1,1,2019,1,13220,0.5,0.5,1
289,1,162,0,3,0,0,40,5,1,1,2019,1,13221,2.0,2.0,1
290,2,129,0,2,0,0,45,5,1,1,2019,1,9037,1.0,1.0,1
291,2,215,0,2,0,1,46,5,1,1,2019,1,21219,0.5,3.5,3
292,1,355,0,3,0,0,49,5,1,1,2019,1,35405,0.5,5.5,2
293,1,355,1,2,0,0,49,5,1,1,2019,1,35405,5.0,5.5,2
294,2,135,0,3,0,1,52,5,1,1,2019,1,9801,1.0,1.0,1
295,2,135,0,3,0,1,53,5,1,1,2019,1,9802,0.5,0.5,1
296,2,135,0,2,0,1,54,5,1,1,2019,1,9803,2.0,4.0,3
297,2,135,0,3,0,1,54,5,1,1,2019,1,9803,1.0,4.0,3
298,2,135,0,3,0,1,54,5,1,1,2019,1,9803,1.0,4.0,3
299,1,188,0,3,0,0,55,5,1,1,2019,1,17029,1.0,1.5,2
300,1,188,0,1,0,0,55,5,1,1,2019,1,17029,0.5,1.5,2
301,1,188,0,3,0,0,56,5,1,1,2019,1,17032,2.0,2.0,1
302,1,188,0,3,0,0,57,5,1,1,2019,1,17035,1.0,4.0,2
303,1,188,1,1,0,0,57,5,1,1,2019,1,17035,3.0,4.0,2
304,2,192,0,1,0,2,1,6,1,1,2019,1,17639,1.0,1.0,1
305,0,180,0,2,0,0,2,6,1,1,2019,1,15747,0.5,0.5,1
306,0,180,1,0,0,0,3,6,1,1,2019,1,15749,3.0,3.0,1
307,2,38,1,1,0,0,5,6,1,1,2019,1,1546,5.0,5.0,1
308,1,144,0,3,0,1,13,6,1,1,2019,1,10829,1.0,1.0,1
309,1,23,1,3,0,1,16,6,1,1,2019,1,559,3.0,3.0,1
310,0,146,0,2,0,1,19,6,1,1,2019,1,10999,2.0,2.0,1
311,0,146,0,3,0,1,20,6,1,1,2019,1,11000,1.0,3.0,3
312,0,146,0,3,0,1,20,6,1,1,2019,1,11000,1.0,3.0,3
313,0,146,0,0,0,1,20,6,1,1,2019,1,11000,1.0,3.0,3
314,1,202,0,3,0,0,23,6,1,1,2019,1,19128,2.0,2.0,1
315,2,211,0,3,0,1,27,6,1,1,2019,1,20603,0.5,0.5,1
316,2,211,0,3,0,1,28,6,1,1,2019,1,20605,1.0,6.0,2
317,2,211,0,1,0,1,28,6,1,1,2019,1,20605,5.0,6.0,2
318,2,211,0,2,0,1,29,6,1,1,2019,1,20606,0.5,3.5,2
319,2,211,1,1,0,1,29,6,1,1,2019,1,20606,3.0,3.5,2
320,0,212,1,3,0,1,31,6,1,1,2019,1,20632,3.0,3.0,1
321,0,273,0,3,1,0,33,6,1,1,2019,1,28853,0.5,4.0,4
322,0,273,0,3,1,0,33,6,1,1,2019,1,28853,0.5,4.0,4
323,0,273,0,2,1,0,33,6,1,1,2019,1,28853,2.0,4.0,4
324,0,273,1,3,1,0,33,6,1,1,2019,1,28853,1.0,4.0,4
325,2,230,1,3,0,1,36,6,1,1,2019,1,23386,1.0,1.0,1
326,2,141,0,3,0,1,38,6,1,1,2019,1,10514,2.0,2.0,1
327,2,141,0,3,0,1,39,6,1,1,2019,1,10515,1.0,1.0,1
328,1,135,0,2,0,2,41,6,1,1,2019,1,9753,0.5,5.5,2
329,1,135,0,1,0,2,41,6,1,1,2019,1,9753,5.0,5.5,2
330,1,135,0,3,0,2,42,6,1,1,2019,1,9756,1.0,1.0,1
331,2,293,1,3,0,2,43,6,1,1,2019,1,31060,3.0,3.0,1
332,2,190,0,3,0,1,45,6,1,1,2019,1,17317,1.0,1.0,1
333,2,190,0,1,0,1,46,6,1,1,2019,1,17318,2.0,7.0,2
334,2,190,0,3,0,1,46,6,1,1,2019,1,17318,5.0,7.0,2
335,2,190,0,3,0,1,47,6,1,1,2019,1,17319,0.5,0.5,1
336,2,190,1,3,0,1,48,6,1,1,2019,1,17320,5.0,5.0,1
337,2,336,0,3,0,2,50,6,1,1,2019,1,34442,0.5,0.5,1
338,2,336,1,3,0,2,51,6,1,1,2019,1,34443,3.0,3.0,1
339,0,163,0,3,1,1,52,6,1,1,2019,1,13316,0.5,0.5,1
340,0,163,1,3,1,1,53,6,1,1,2019,1,13317,3.0,3.0,1
341,2,350,1,2,0,1,54,6,1,1,2019,1,35191,10.0,10.0,1
342,2,374,0,3,0,0,56,6,1,1,2019,1,36153,1.0,2.0,2
343,2,374,0,2,0,0,56,6,1,1,2019,1,36153,1.0,2.0,2
344,0,176,0,2,0,2,58,6,1,1,2019,1,15229,1.0,1.0,1
345,1,218,0,3,1,1,1,7,1,1,2019,1,21563,1.0,1.0,1
346,1,218,0,3,1,1,2,7,1,1,2019,1,21565,1.0,2.0,2
